Users,Date Created,Number of Likes,Source of Tweet,Tweet
KieronJ 🏳️‍🌈🏳️‍⚧️🇵🇸,2022-10-25 18:02:12+00:00,0,Twitter for Android,RT @PoliticsJOE_UK: 🤑 Rishi Sunak A.K.A Sir Tax-a-Lot ft. the Conservative Party - I Like Big Cuts 🤑 https://t.co/isaOFbPmCk
Captain Tango,2022-10-25 18:02:11+00:00,0,Twitter for iPhone,"RT @marklevinshow: 1.If we lose this Senate seat in New Hampshire, old RINO McConnell is to blame.He pulled millions in campaign funds from…"
ʀɪᴄᴋ ꜰᴀɴᴅᴀɴɢᴏ,2022-10-25 18:02:10+00:00,0,Twitter for Android,@10DowningStreet @SuellaBraverman @ukhomeoffice The #EuropeanResearchGroup (#ERG). A party operating within the… https://t.co/xRKJWVs2pK
Boudica Queen of the Iceni or Annispice even !,2022-10-25 18:02:09+00:00,0,Twitter Web App,"RT @deGourlay: The idea that this clown has any ""Conservative source"" is laughable. He is universally despised across the party."
Kaiju! Kaiju! Kaiju!,2022-10-25 18:02:09+00:00,0,Twitter Web App,"RT @Number10cat: Rishi Sunak is forming a government featuring all parts of the Conservative Party: the right wing, the hard right wing and…"
D3NV3R🌹🚀,2022-10-25 18:02:09+00:00,0,Twitter for iPhone,"And with that we have proven that Sunak isn’t going to change the Conservative party one bit. 

To quote doctor who… https://t.co/T0225IIARf"
Formidable Warrior 🇺🇸,2022-10-25 18:02:09+00:00,0,Twitter for iPhone,"RT @marklevinshow: 1.If we lose this Senate seat in New Hampshire, old RINO McConnell is to blame.He pulled millions in campaign funds from…"
Linda Fuller,2022-10-25 18:02:08+00:00,0,Twitter Web App,"RT @clsilvers: No--there was about-what, a 30 minutes grace period where we could all be happy about the diversity part of it--which is ver…"
YourNHSNeedsYou,2022-10-25 18:02:07+00:00,0,Twitter for Android,RT @PoliticsJOE_UK: 🤑 Rishi Sunak A.K.A Sir Tax-a-Lot ft. the Conservative Party - I Like Big Cuts 🤑 https://t.co/isaOFbPmCk
J Embury,2022-10-25 18:02:07+00:00,1,Twitter for iPhone,@meknowhu @AprilLigeia It all goes back to my belief that you DO NOT cheer for political parties like football team… https://t.co/nb0tIn5iiJ
rudadu,2022-10-25 18:02:06+00:00,0,Twitter for iPhone,RT @madmac19: @AndrewBowie_MP Which political party are they trying stop existing Andrew. You work for Conservative party there is no Scott…
Gerard,2022-10-25 18:02:06+00:00,0,Twitter for iPhone,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
Cath #Viva La Resistenza 🇺🇦,2022-10-25 18:02:01+00:00,2,Twitter for Android,"Rishi Rich you haven't earnt our trust , you have put all the dregs of the Conservative party in Cabinet.  It's ove… https://t.co/HXUh4nupkR"
Elspeth Cheshire 🇪🇺,2022-10-25 18:02:00+00:00,0,Twitter for Android,"RT @GOV2UK: Jacob Rees-Mogg is furious that you keep retweeting him saying a new Prime Minister requires a General Election.

Please stop r…"
Louisa Gummer 🕷💙🇪🇺🇺🇦,2022-10-25 18:01:58+00:00,0,Twitter for iPhone,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
Mary Manning,2022-10-25 18:01:57+00:00,0,Twitter Web App,RT @PoliticsJOE_UK: 🤑 Rishi Sunak A.K.A Sir Tax-a-Lot ft. the Conservative Party - I Like Big Cuts 🤑 https://t.co/isaOFbPmCk
Paulio,2022-10-25 18:01:55+00:00,0,Twitter for Android,"Now we've seen the very worst that the Conservative Party have to offer, even I would offer jobs to the likes of Hu… https://t.co/hNQNhBekUm"
Michael Mello,2022-10-25 18:01:51+00:00,0,Twitter for iPhone,"RT @marklevinshow: 1.If we lose this Senate seat in New Hampshire, old RINO McConnell is to blame.He pulled millions in campaign funds from…"
beansntoast,2022-10-25 18:01:48+00:00,0,Twitter for Android,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
David Ross,2022-10-25 18:01:47+00:00,0,Twitter Web App,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
Jon Belloo,2022-10-25 18:05:18+00:00,0,Twitter for Android,@SkyNews A disgraceful minority. I speak on behalf of the UK in saying Rishi Sunak is our PM and we do not need a general election.
Liberty & Justice 4 All,2022-10-25 18:05:17+00:00,0,Twitter for Android,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Sile🇮🇪🌈,2022-10-25 18:05:17+00:00,0,Twitter Web App,RT @JeremyCliffe: I'm aware the significance of this won't be immediately clear to my followers outside UK. So: here are some of reasons wh…
Hollering,2022-10-25 18:05:17+00:00,0,Twitter for Android,RT @paul_lever: Hard to see a way back for Boris Johnson. Rishi Sunak will be PM until 2024. If the Conservatives win he'll be in office fo…
🇮🇳 Sooraj 🇮🇳 💛💛,2022-10-25 18:05:16+00:00,0,Twitter for Android,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Jonathan Stone,2022-10-25 18:05:16+00:00,0,Twitter Web App,RT @marcusanddusty: Rishi Sunak is proof to all little South Asian kids that if your parents send you to £46k pa Winchester College you bec…
🕷️Dez Bunny-Hugger 🇪🇺 #FBPPR,2022-10-25 18:05:16+00:00,0,Twitter Web App,RT @davidyelland: Am I alone in having never voted Tory - wanting them gone - but proud to live in a country where Rishi Sunak can be PM?
Carmel,2022-10-25 18:05:16+00:00,0,Twitter Web App,"RT @simonharris_mbd: Ironically, more people will ask ASDA for a £1 soup, roll and coffee deal this winter than the number of people who vo…"
Suzie,2022-10-25 18:05:16+00:00,0,Twitter for iPhone,"RT @CountBinface: Rishi Sunak votes for PM: 193
Count Binface votes for mayor: 92,896"
प्रभात यादव,2022-10-25 18:05:14+00:00,0,Twitter for Android,RT @aashishNRP: New Prime Minister of United Kingdom Rishi Sunak seen wearing the Hindu-sacred Kalava on his wrist while addressing the fir…
Anushree 🇮🇳,2022-10-25 18:05:13+00:00,0,Twitter for Android,"RT @ConstantinoX: 🧵 Portugal has an Indian-origin PM since 2015.

This gives us an idea of how PM Modi/India May deal with 🇬🇧 Indian origin…"
ravi somarapu,2022-10-25 18:05:12+00:00,0,Twitter Web App,@Dr_Uditraj @INCIndia Kya lena hai re bai thuje Rishi Sunak se? Why did Nehru not make a muslim minority as PM and… https://t.co/Zr24ZbGW0H
Alison,2022-10-25 18:05:10+00:00,0,Twitter for Android,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
Nady boo,2022-10-25 18:05:10+00:00,0,Twitter for iPhone,"RT @LaurentOzon: Rishi Sunak le nouveau PM 🇬🇧 prévoit d'introduire la monnaie numérique et de faire disparaitre le cash. Cette ""révolution""…"
bob241,2022-10-25 18:05:10+00:00,0,Twitter Web App,RT @TheDailyShow: Don't call Rishi Sunak the UK's first Asian PM in front of @ronnychieng https://t.co/IgnzVk8r62
david davidson,2022-10-25 18:05:09+00:00,0,Twitter Web App,"RT @Zubhaque: Astonishing to think that just a few hours ago Rishi Sunak, new PM promised ""integrity, professionalism, and accountability""…"
Svea_the_German😈,2022-10-25 18:05:09+00:00,0,Twitter for iPhone,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
seokjin's military wife⁷ The Astronaut 👩‍🚀,2022-10-25 18:05:06+00:00,0,Twitter for Android,RT @akm1410: The only Indian to pride himself on Rishi Sunak is Mr. Narayana Murthy to have the British PM as his son in law. Everyone else…
東京いちご　🍓🍓,2022-10-25 18:05:06+00:00,0,Twitter for Android,RT @suzseddon: New British PM Rishi Sunak is welcomed by Indian PM Modi. Who openly advocates enforcing the WEF’s globalist Agenda 2030 ont…
IYC Legal Cell,2022-10-25 18:05:06+00:00,0,Twitter for Android,RT @salman7khurshid: We celebrate Rishi Sunak’s successful bid for PM. Applaud his faith in unity of UK. Let us reaffirm our resolve to uni…
Pawan kalyan Cult fan,2022-10-25 18:05:05+00:00,0,Twitter for iPhone,RT @JP_LOKSATTA: Rishi Sunak did not become PM because of his minority faith or race; he became PM because Conservative MPs believed that h…
Hamza Zaman,2022-10-25 18:05:05+00:00,0,Twitter for Android,"RT @smile2jannah: A request to the Hindutva extremists getting happy at the appointment of Rishi Sunak as UK PM, please retweet this 😂 http…"
Satwik Gupta,2022-10-25 18:05:05+00:00,0,Twitter for Android,RT @UnSubtleDesi: ‘Can India elect a Muslim PM like UK’s Hindu Rishi Sunak?’ Question puts onus on wrong set of people. Here is the right q…
.,2022-10-25 18:05:05+00:00,0,Twitter for Android,"RT @rsprasad: Saw Mahbooba Mufti’s tweet commenting on the rights of minorities in India after the election of Rishi Sunak as PM of UK. 
@M…"
John Barber,2022-10-25 18:05:05+00:00,0,Twitter for Android,"RT @TheLastPersont2: .
While new PM Rishi Sunak is rearranging the deckchairs on the Titanic, over 880,000 people have now signed the petit…"
Show E Tan Tv,2022-10-25 18:05:04+00:00,0,Twitter for iPhone,"RT @vanguardngrnews: [VIDEO] UK PM Sunak performs rituals before entering new office

The British Prime Minister Rishi Sunak performed some…"
Zoom 🎰,2022-10-25 18:05:04+00:00,0,Twitter for Android,"RT @VICE: With an estimated net worth of £730 million, Rishi Sunak is even richer than King Charles III.
https://t.co/5mvEiGHotx"
raymond delauney,2022-10-25 18:05:02+00:00,0,Twitter for iPhone,"RT @TheGrayzoneNews: Join us live at 1 PM EST today, 10/25 with:

@rogerwaters on his world tour

@afshinrattansi on Rishi Sunak

@wyattree…"
Matsiko Grace Tim,2022-10-25 18:05:02+00:00,0,Twitter for Android,RT @TheDailyShow: Don't call Rishi Sunak the UK's first Asian PM in front of @ronnychieng https://t.co/IgnzVk8r62
Vaishnavi Ramkrishna,2022-10-25 18:05:01+00:00,0,Twitter for Android,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
bee kay,2022-10-25 18:05:00+00:00,0,Twitter for Android,"RT @ANI: #WATCH | Rishi Sunak appointed new British PM by King Charles III, arrives at 10 Downing Street

(Video source: Reuters) https://t…"
tony monda,2022-10-25 18:05:00+00:00,0,Twitter for Android,RT @Unseen_Archive: The father of new British PM--Rishi Sunak--was born in Kenya &amp; emigrated to London in the 1960s. He was one of several…
curtis 🏴󠁧󠁢󠁷󠁬󠁳󠁿,2022-10-25 18:04:58+00:00,0,Twitter for iPhone,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Rajendra Patil,2022-10-25 18:04:58+00:00,0,Twitter for Android,RT @Sassy_Hindu: Rishi Sunak did not become PM because he was a Hindu. He became PM despite being a Hindu because capability. Hindus make u…
Pam Crossland ⚧,2022-10-25 18:04:58+00:00,0,TweetDeck,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Mom's Pet ❤️,2022-10-25 18:04:57+00:00,0,Twitter for Android,RT @JP_LOKSATTA: Rishi Sunak did not become PM because of his minority faith or race; he became PM because Conservative MPs believed that h…
Nate Ben Comedian,2022-10-25 18:04:57+00:00,0,Twitter for Android,Michael Fabricant trying to look like Rishi Sunak now Boris isn't PM https://t.co/APMWa0wiQt
Gaurav Khairat 🇮🇳,2022-10-25 18:04:56+00:00,0,Twitter for Android,RT @aashishNRP: New Prime Minister of United Kingdom Rishi Sunak seen wearing the Hindu-sacred Kalava on his wrist while addressing the fir…
Finbarfin,2022-10-25 18:04:55+00:00,0,Twitter for iPhone,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Kwabena Smith,2022-10-25 18:04:54+00:00,0,Twitter for Android,"RT @ruffydfire: Rishi Sunak became PM at noontime and by 4pm we are already sure who and who will be ministers,some people spent 6 months i…"
India Willoughby,2022-10-25 18:04:53+00:00,0,Twitter for iPhone,"RT @AngelaRayner: The Tories have crowned Rishi Sunak without him saying a word about what he would do as PM. He has no mandate, no answers…"
M.W.,2022-10-25 18:04:52+00:00,0,Twitter Web App,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Shubho,2022-10-25 18:04:52+00:00,0,Twitter for Android,RT @IyerAvin: rishi sunak’s first task as uk pm should be to reunite the raichand family
MARWARI,2022-10-25 18:04:49+00:00,0,Twitter for Android,"RT @ANI: NR Narayana Murthy, Infosys founder &amp; father-in-law of Britain's next PM Rishi Sunak: ""Congratulations to Rishi. We are proud of h…"
Nikhil Pandey,2022-10-25 18:04:47+00:00,0,Twitter for iPhone,"RT @ConstantinoX: 🧵 Portugal has an Indian-origin PM since 2015.

This gives us an idea of how PM Modi/India May deal with 🇬🇧 Indian origin…"
M kowsalya,2022-10-25 18:04:47+00:00,0,Twitter for Android,"RT @smkamatchi: Dear Sonia fans, Rishi Sunak has become UK PM because he was chosen by Tory MPs for that post, not under some minority quot…"
Holmes,2022-10-25 18:04:47+00:00,0,Twitter for Android,"RT @ruffydfire: Rishi Sunak became PM at noontime and by 4pm we are already sure who and who will be ministers,some people spent 6 months i…"
willieeckerslike,2022-10-25 18:04:46+00:00,0,Twitter for iPad,RT @SebastianEPayne: Rishi Sunak's decision to bring back Suella Braverman is entirely political: the moment she endorsed his Tory leadersh…
SAGAR PAUL,2022-10-25 18:04:46+00:00,0,Twitter for Android,RT @AartiTikoo: So-called liberals in India were thrilled to see Kamala Harris' as US VP but are not able to come to terms with Rishi Sunak…
Sharon O'Neill,2022-10-25 18:04:45+00:00,0,Twitter for iPhone,RT @BBCAlagiah: I’m in the chemo clinic watching Rishi Sunak become the first person of colour to be PM. For a 1st generation migrant like…
Stig D,2022-10-25 18:04:44+00:00,0,Twitter Web App,"RT @TheGrayzoneNews: Join us live at 1 PM EST today, 10/25 with:

@rogerwaters on his world tour

@afshinrattansi on Rishi Sunak

@wyattree…"
Jolly Mampilly,2022-10-25 18:04:43+00:00,0,Twitter for Android,'Our country is facing a profound economic crisis': Rishi Sunak pledges to fix mistakes as he becomes UK PM https://t.co/agj3qA8Rid
Nikhil,2022-10-25 18:04:43+00:00,0,Twitter for iPhone,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
John Walters 🇿🇦 🇵🇭,2022-10-25 18:04:42+00:00,0,Twitter for Android,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
sanjeeva antervedi 🇮🇳,2022-10-25 18:04:42+00:00,0,Twitter for iPhone,"RT @ConstantinoX: 🧵 Portugal has an Indian-origin PM since 2015.

This gives us an idea of how PM Modi/India May deal with 🇬🇧 Indian origin…"
Dr. Harit Hariom🇮🇳,2022-10-25 18:04:42+00:00,0,Twitter Web App,RT @RShivshankar: Rishi Sunak is first PIO PM of Britain. More than ethnicity this is a victory of merit. He is the best person available.…
Netta is a weirdo,2022-10-25 18:04:41+00:00,0,Twitter for iPhone,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Nii Sacerdos,2022-10-25 18:04:41+00:00,0,Twitter for Android,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
C@shew,2022-10-25 18:04:40+00:00,0,Twitter for Android,RT @UnSubtleDesi: ‘Can India elect a Muslim PM like UK’s Hindu Rishi Sunak?’ Question puts onus on wrong set of people. Here is the right q…
Hemant Joshi 🇮🇳,2022-10-25 18:04:40+00:00,0,Twitter for Android,"RT @ConstantinoX: 🧵 Portugal has an Indian-origin PM since 2015.

This gives us an idea of how PM Modi/India May deal with 🇬🇧 Indian origin…"
Frank #FBPE #Revoke,2022-10-25 18:04:39+00:00,0,Twitter for Android,"RT @CarolineLucas: Not a single mention of climate in Rishi Sunak's first speech as PM. It's not like we're facing a climate emergency, a m…"
James Walker,2022-10-25 18:04:39+00:00,0,Twitter Web App,RT @BBCAlagiah: I’m in the chemo clinic watching Rishi Sunak become the first person of colour to be PM. For a 1st generation migrant like…
Ben Petts,2022-10-25 18:04:38+00:00,0,Twitter for iPhone,"RT @InnovationMatt: Think it’s important that we set out rules earlier this time so it feels fairer…

September - Liz Truss
October - Rishi…"
Obi Anthony,2022-10-25 18:04:38+00:00,0,Twitter for iPhone,"RT @ruffydfire: Rishi Sunak became PM at noontime and by 4pm we are already sure who and who will be ministers,some people spent 6 months i…"
Emyr Wyn,2022-10-25 18:04:37+00:00,0,Twitter for iPhone,RT @Moor3_D: @darrengrimes_ I'm bothered by a PM that openly brags about diverting funds away from poorer areas into wealthy ones and has a…
Nate Ben Comedian,2022-10-25 18:04:36+00:00,0,Twitter for Android,@NoContextBrits Michael Fabricant trying to look like Rishi Sunak now Boris isn't PM
H,2022-10-25 18:04:35+00:00,0,Twitter for Android,"RT @georgegalloway: My take on the latest unelected Tory PM Rishi Sunak. 

Follow me on https://t.co/ClIpvH3mCq https://t.co/Qq0wwji3Cr"
hulkkkkkkkk,2022-10-25 18:04:35+00:00,0,Twitter for iPhone,RT @JP_LOKSATTA: Rishi Sunak did not become PM because of his minority faith or race; he became PM because Conservative MPs believed that h…
Nav Dom,2022-10-25 18:04:34+00:00,0,Twitter for Android,"RT @SaralPatel: HYPOCRISY 🚨

🔸Rishi Sunak: Born in the UK, Parents born in Africa, Never held an Indian Passport. Yet, Bhakts are proud to…"
दिव्य.,2022-10-25 18:04:34+00:00,0,Twitter for Android,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Frédéric,2022-10-25 18:04:33+00:00,0,Twitter Web App,"RT @LaurentOzon: Rishi Sunak le nouveau PM 🇬🇧 prévoit d'introduire la monnaie numérique et de faire disparaitre le cash. Cette ""révolution""…"
Kevin Williams,2022-10-25 18:04:33+00:00,0,Twitter for iPhone,RT @BBCAlagiah: I’m in the chemo clinic watching Rishi Sunak become the first person of colour to be PM. For a 1st generation migrant like…
allyorwell 💙🇺🇦,2022-10-25 18:04:32+00:00,0,Twitter for iPhone,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
Mithilesh Kumar Jha,2022-10-25 18:04:30+00:00,0,Twitter for Android,"RT @SnehalPrabhu5: UK’s new PM Rishi Sunak seeking blessings before swearing in.                              *🙏🏻""Hari bol""🙏🏻* 🚩🚩 https://t…"
Kevin ☘️🇺🇸,2022-10-25 18:04:30+00:00,0,Twitter for iPhone,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Nn,2022-10-25 18:04:30+00:00,0,Twitter for iPhone,"RT @manopsi: หลังจาก Rishi Sunak รับตำแหน่งนายกอย่างเป็นทางการวันนี้ก็เริ่มทยอยแต่งตั้ง รมต ใหม่ทันที

Thread นี้มาว่ากันเรื่องน่าสนใจเกี่ย…"
Rax,2022-10-25 18:04:30+00:00,0,Twitter for iPhone,"RT @GBNEWS: 'On energy bills, you need short term immediate help for struggling households.' 

Former editor of LabourList Peter Edwards di…"
Kholoude Khojah,2022-10-25 18:04:29+00:00,0,Twitter for iPad,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Ewnetu,2022-10-25 18:04:29+00:00,0,Twitter for Android,"RT @EmbassyofRussia: Have a look at these headlines, discussing how UK’s new PM took the office with zero votes. “Absolutely nobody voted f…"
Pankaj Jani 🇮🇳,2022-10-25 18:04:28+00:00,0,Twitter Web App,RT @RShivshankar: Rishi Sunak is first PIO PM of Britain. More than ethnicity this is a victory of merit. He is the best person available.…
catherineleech,2022-10-25 18:04:28+00:00,0,Twitter Web App,"RT @sophielouisecc: Rishi Sunak as PM, Hunt as chancellor - feels like I’ve woken up in a nightmare"
Suzy_D,2022-10-25 18:04:28+00:00,0,Twitter Web App,RT @vinod_d007: @Peston Rishi Sunak will do exactly what Johnson and Truss did. He’ll surround himself with a handful loyalist Tory MPs. Th…
Upadhyay🇮🇳,2022-10-25 18:04:27+00:00,0,Twitter for Android,"RT @WIONews: Here are the top 10 stories from across the world.

https://t.co/8kifOboOWy"
Dapinder Sunny,2022-10-25 18:04:25+00:00,0,Twitter for iPhone,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Pankaj Rana Rajput,2022-10-25 18:04:25+00:00,0,Twitter for Android,"RT @ANI: Rishi Sunak appointed the new British PM by King Charles III

(Photo source: Conservatives) https://t.co/On2i1vYd3o"
Invsroid,2022-10-25 18:04:24+00:00,0,Twitter for Android,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Akan Ebong,2022-10-25 18:04:23+00:00,0,Twitter for Android,"RT @ruffydfire: Rishi Sunak became PM at noontime and by 4pm we are already sure who and who will be ministers,some people spent 6 months i…"
carl obeyesekera,2022-10-25 18:04:23+00:00,0,Twitter for Android,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Lunar Heritage,2022-10-25 18:04:22+00:00,0,Twitter Web App,"RT @docrussjackson: This week's Tory PM, Rishi Sunak, promises the UK government ‘will have integrity and professionalism’. 

Whatever.

#G…"
UGANDA'S FUTURE🇺🇬🇺🇬,2022-10-25 18:04:21+00:00,0,Twitter for Android,"RT @HarmanSingh85: He may not be living in India, but UK PM Rishi Sunak is more Hindu &amp; Indian than some of the liberal Indians who always…"
Anand Saraf,2022-10-25 18:04:20+00:00,0,Twitter for Android,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Proof in the Putting—Part of Anti Greed Coalition,2022-10-25 18:04:20+00:00,0,Twitter Web App,"RT @Nigelj08223326: Strong and stable? Maybe, maybe not. What we can learn from No 10’s cavalcade of lecterns https://t.co/h7SR6JNoYV

The…"
The Maverick,2022-10-25 18:04:19+00:00,0,Twitter Web App,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
Shubham Singh शुभम सिंह,2022-10-25 18:04:19+00:00,0,Twitter for Android,"RT @SaralPatel: HYPOCRISY 🚨

🔸Rishi Sunak: Born in the UK, Parents born in Africa, Never held an Indian Passport. Yet, Bhakts are proud to…"
Brexit Turmoil 🎀Do Gooder GirlySwot Esq🕷,2022-10-25 18:04:19+00:00,0,Twitter for iPhone,RT @AnushkaAsthana: Something has been niggling me. I understand why Rishi Sunak said this yesterday- but would a white PM feel the need to…
CD,2022-10-25 18:04:19+00:00,0,Twitter for iPhone,RT @CarolineLucas: Utterly shameful for Rishi Sunak to remove seat at cabinet table for COP26 President Alok Sharma - just weeks before one…
Du-boyz🇿🇦,2022-10-25 18:04:19+00:00,0,Twitter for Android,"RT @EmbassyofRussia: Have a look at these headlines, discussing how UK’s new PM took the office with zero votes. “Absolutely nobody voted f…"
Liz G,2022-10-25 18:04:18+00:00,0,Twitter for iPhone,"RT @JujuliaGrace: Rishi Sunak said he would unite us through his actions, and then immediately recruited a deputy PM who has previously sai…"
keith parker,2022-10-25 18:04:17+00:00,0,Twitter for iPhone,"RT @sophielouisecc: Rishi Sunak as PM, Hunt as chancellor - feels like I’ve woken up in a nightmare"
Libertad Digital Fake,2022-10-25 18:04:17+00:00,0,Twitter for Android,"🔴 #ULTIMAHORA: Rishi Sunak será el nuevo Primer Ministro de UK. Será el primer Asiático Británico, el primer Hindú… https://t.co/DlyEXA9jbf"
Madhuri k,2022-10-25 18:07:33+00:00,0,Twitter Web App,"RT @Pun_Starr: Canadian citizen Akshay Kumar and British citizen Rishi Sunak are Indians.

But Indian citizen Sonia Gandhi is Italian, and…"
Rob Griffin,2022-10-25 18:07:33+00:00,0,Twitter Web App,RT @unionlib: Kemi Badenoch; a transphobe who plays down the impact of racism has been made Minister for Equalities. Therese Coffey who has…
Kathy Thornett,2022-10-25 18:07:32+00:00,0,Twitter for Android,"RT @Number10cat: Rishi Sunak is forming a government featuring all parts of the Conservative Party: the right wing, the hard right wing and…"
Anton Pavlenko,2022-10-25 18:07:32+00:00,0,Twitter for Android,RT @DmytroKuleba: I had a call with my UK counterpart @JamesCleverly who has just been re-appointed to the new government of Prime Minister…
Prateek,2022-10-25 18:07:32+00:00,0,Twitter for Android,RT @akm1410: The only Indian to pride himself on Rishi Sunak is Mr. Narayana Murthy to have the British PM as his son in law. Everyone else…
Louisa #FBPE 🇪🇺🇺🇦,2022-10-25 18:07:32+00:00,0,Twitter for iPhone,RT @CarolineLucas: Utterly shameful for Rishi Sunak to remove seat at cabinet table for COP26 President Alok Sharma - just weeks before one…
Matthew Cooper 🇺🇦,2022-10-25 18:07:32+00:00,0,Twitter for iPhone,"RT @PeterStefanovi2: At noon Rishi Sunak promised a “compassionate” Government

At 5pm he made Suella Braverman - with her cruel &amp; toxic vi…"
Karen Simpson,2022-10-25 18:07:32+00:00,0,Twitter for Android,RT @snb19692: Breaking News: Rishi Sunak promises to clear up the economic mess that Rishi Sunak made!
"BlueWanderer - Pro-Women, Pro-Choice",2022-10-25 18:07:31+00:00,0,Twitter for iPhone,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
″,2022-10-25 18:07:31+00:00,0,Twitter Web App,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
victor blanco,2022-10-25 18:07:31+00:00,0,Twitter Web App,"RT @PadreEmerito: Rishi Sunak, el nuevo y flamante nuevo primer ministro Británico al que nadie ha votado ya está usando ""Putin's war"" como…"
Hannah Martin,2022-10-25 18:07:31+00:00,0,Twitter for iPhone,RT @TheDailyShow: Don't call Rishi Sunak the UK's first Asian PM in front of @ronnychieng https://t.co/IgnzVk8r62
Çağla Üren,2022-10-25 18:07:31+00:00,0,Twitter for Android,RT @caglauren: Britanya'da Rishi Sunak resmen başbakan. Kral Charles'tan onay alarak görevine başladı. Britanya'nın Hint asıllı ilk başbaka…
Gene KIM,2022-10-25 18:07:30+00:00,0,Twitter for Android,RT @Independent: Rishi Sunak becomes UK’s third prime minister this year https://t.co/C8OYTIkB7q
Rohit.,2022-10-25 18:07:30+00:00,0,Twitter Web App,"RT @ARanganathan72: Left: Do not celebrate Rishi Sunak. He exhibits upper class, upper caste privilege, married into billions, attended a p…"
𝐌𝐢𝐠𝐮𝐞𝐥 𝐋.𝐋𝐥𝐞𝐧𝐚𝐬,2022-10-25 18:07:30+00:00,0,Twitter for iPhone,El nuevo PM de UK Rishi Sunak fue un eje crucial en sacar a Boris Johnson del poder siendo su Canciller. Lo traicio… https://t.co/moI026ZMPR
terry,2022-10-25 18:07:30+00:00,0,Twitter for iPhone,RT @PFr1end: There's are so many protests by the Left about Rishi Sunak bringing back Suella Braverman that you know she's a guaranteed vot…
Phelim Murnion,2022-10-25 18:07:30+00:00,0,Twitter for Android,"RT @DarrellChaloner: A poem for the accession of Rishi Sunak, by my good friend @KevinHIpoet1967 https://t.co/nwbPX708KX"
